,RegionID,Bedroom,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
3287,20616,5,Stafford,City,TX,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,242882,242769,243951,244337,245016,244357,243763,242791,241720,241175,239502,238257,236533,235621,234180,233643,232725,233164,233151,233671,233943,233946,233839,233639,234653,235951,236982,237535,238022,237696,237799,238079,239341,239986,240896,241668,241536,240927,241019,242316,244027,245737,247408,249352,251199,253581,256205,258015,261114,264261,267668,269026,269419,270718,273059,275279,276885,278218,279924,282519,285155,287812,289478,291366,294311,297007,299101,299423,300261,300656,301725,302698,302967,302022,300863,300780,301515,301370,300238,300062,300043,301270,301279,301332,300916,302348,304095,305231,304296,303948,304011,304788,305883,306750,307641,308407,309430,310089,310505,311343,312853,314037,314954,315199,315531,315474,315703,315474,315398,315502,315616,315773,315789,316088,316644,317256,317642,318233,318878,319999,321072,321934,322936
3314,22194,5,Lumberton,City,TX,TX,Beaumont-Port Arthur,Hardin County,295372,292960,290692,289985,291023,291653,292396,292183,292442,292274,292191,291549,291053,290531,290886,290549,288467,286328,284909,284564,284289,283752,283288,283343,283840,285105,285483,285869,286172,287887,288920,290366,290574,291638,292320,293767,294655,295573,296215,297775,299800,301161,302551,303290,305407,307521,310294,312300,313911,315553,317694,319629,321884,324105,327252,330231,332821,335019,336968,339120,340920,342303,344212,346402,348608,350288,351397,352777,354777,356775,357773,357875,358538,360158,361459,362419,363434,364851,366798,368889,370053,371640,373683,377155,380204,383000,385184,387178,388576,390482,391885,392940,393839,394067,394959,395676,398290,400583,403317,405240,407648,409192,410125,410518,411585,413315,415194,416768,417584,418290,419522,421332,423145,424718,426765,429157,431036,432421,433084,433619,433691,433865,433355
3318,28717,5,Dickinson,City,TX,TX,Houston-The Woodlands-Sugar Land,Galveston County,217998,220131,221101,221102,220630,219872,218337,217631,217405,216877,214649,212358,209479,206344,204182,202754,201398,199972,199743,200259,201576,203340,205104,205914,204979,205186,205210,206917,208623,211305,213696,214875,214430,213144,213306,214421,217623,219672,222611,223638,224551,224450,223495,222923,222536,223756,224835,226822,227889,229638,230583,232466,234963,237388,241130,244408,248487,250801,252328,252411,253126,253643,254925,255869,257003,258368,259390,261044,262838,264684,266458,267939,270208,272126,273320,273537,273826,274753,275969,277196,277492,278379,278870,280226,280653,281511,283551,286281,287514,286933,285830,284410,284319,283157,283165,282231,282515,283113,282258,281744,283117,286284,289367,291479,291255,289447,286848,287181,289357,291347,293590,294889,295599,295484,295654,296671,298898,302663,306470,308225,308045,307764,307855
3329,55951,5,Groves,City,TX,TX,Beaumont-Port Arthur,Jefferson County,179006,179502,180510,179483,180103,179008,178709,177471,175159,172817,170590,169278,168125,166663,165800,165780,164714,164597,162925,161494,160344,159254,159774,159226,158768,157685,156328,155594,154900,154273,154104,154642,155366,155616,155000,154841,154986,155842,156676,157368,159174,161017,162869,164242,164972,165776,166036,166903,167200,168021,168649,170061,170590,170922,171178,171289,171883,173010,174692,175470,175887,175439,175981,174867,173924,172979,173297,173130,173462,173815,175135,176648,178262,179044,178491,178400,178786,179915,179960,180822,180240,179600,177564,176527,176397,177845,179006,180486,181350,181152,181155,180716,181871,182770,183995,184267,184631,184945,186634,187852,189460,190793,191937,192031,192404,193127,194663,195414,194831,194347,194398,194976,195051,195126,195385,196426,196613,196539,195814,195837,196533,196769,195926
3365,42291,5,Ennis,City,TX,TX,Dallas-Fort Worth-Arlington,Ellis County,234434,235624,236659,237155,236940,236464,235658,234941,234327,232649,232552,231956,232985,232410,231829,230475,229398,228549,228896,229973,231863,233963,233169,232317,230449,230021,230879,232304,234515,235041,235467,236834,237802,238250,238398,238742,239367,239781,239720,239710,238336,238153,237769,236927,236447,236656,237969,238630,239445,240275,240930,240851,241255,242629,243465,242963,242181,241745,242637,243377,244299,244182,243832,243050,243455,242939,244763,247953,251309,253105,253130,253460,253873,254887,257402,259920,262438,264677,266135,264934,263271,262829,264244,266701,269335,273562,275146,276806,276553,276984,273704,273658,274306,278414,281039,283345,284573,285010,285755,287294,288322,290728,294669,298256,300074,299237,299222,298588,298773,298153,299836,301138,303737,304439,305980,306628,308395,310234,311925,314068,316149,318970,320409
3369,45967,5,Joshua,City,TX,TX,Dallas-Fort Worth-Arlington,Johnson County,190203,190620,189294,188324,186544,185991,185005,184219,183012,182143,181792,180462,178469,176416,175571,175296,175405,175352,175017,174443,175205,175699,175017,174625,175481,177821,180028,180114,179987,178739,179135,179454,178630,177351,177553,177932,177231,174999,173601,174671,176544,179222,181155,183553,186053,189576,192417,195798,199026,202527,204277,204810,204267,204337,204761,206080,208804,210791,211112,209725,209360,210324,212199,213518,215238,216653,218398,217711,217928,218065,222417,226153,230676,233503,236902,240250,243992,247094,249666,253261,254196,255893,255617,258268,260077,262799,265323,268136,270972,274011,276416,278709,281916,285456,287819,288680,289009,289963,291287,291794,291971,291740,293139,294600,294006,293796,294493,297456,299923,301785,302714,304110,305348,307171,308054,308681,310919,312376,313907,313673,314187,314622,315539
3370,41693,5,White Settlement,City,TX,TX,Dallas-Fort Worth-Arlington,Tarrant County,139136,139508,139695,140021,139681,138927,137991,136796,135751,134512,134436,133593,134020,132411,131470,129611,128211,127033,124939,122834,121451,121209,120722,120338,118942,119154,118463,118594,119442,121204,123531,126582,128459,129514,129326,129434,129798,130322,131813,133494,134247,134640,134927,134516,134019,133973,134871,136029,137608,139106,140499,140657,140770,140357,140536,140683,142135,143857,146147,147823,148932,149118,148990,149357,150843,152797,154462,155514,155529,155640,155623,155787,156291,157601,159891,162999,165470,167030,168029,171500,175530,178670,180061,182191,184727,186979,187802,188212,188833,190308,192961,194059,195112,195699,197593,198511,199512,201072,203549,205793,207098,209554,211034,211525,210747,210667,210785,211871,212667,214075,215016,216372,218335,218920,219793,221637,224351,226929,229087,230752,232477,233443,234627
3387,7901,5,Wharton,City,TX,TX,El Campo,Wharton County,175976,173369,173196,173944,173823,173835,172986,173923,173397,172230,170782,170474,171283,171177,171042,171305,172252,172719,174152,174640,176260,177109,177828,178015,177507,177725,177276,176814,177501,178177,177688,177333,176682,177196,177070,177917,178405,179588,180421,180943,180148,179336,179808,180210,181336,181423,182722,183604,185459,185829,186123,186319,187192,188655,189823,190656,190530,191513,193029,194296,195007,195439,196848,198260,200215,201444,202306,203683,205622,207455,206233,204728,203460,204902,206294,206836,206908,207472,208206,208917,209469,210392,212315,214865,216944,218270,218246,219489,219396,219681,219939,220736,221233,220471,221037,222261,224141,224930,225759,226767,228794,230610,232507,233866,235184,235046,234662,233961,234538,235866,237771,239312,240299,241313,242279,243381,244655,247644,250006,252165,253087,254099,254977
3390,6584,5,Portland,City,TX,TX,Corpus Christi,San Patricio County,267617,267696,268053,267321,267497,266916,267750,267052,267395,268053,268639,268978,267244,266335,265265,265536,265168,265572,264582,264981,264743,264964,263778,263129,263471,264141,264404,264011,264350,265100,266370,266948,267441,267433,268243,268995,269508,269873,270713,272327,273943,274587,275569,276464,278406,280156,282186,283608,285390,286842,288456,289788,291331,293452,295262,297367,299055,300966,301749,302459,303494,305887,308850,311367,312778,313904,314855,316781,318254,320251,324874,330600,335990,338541,339851,341010,342989,345298,347794,349105,351142,353266,354065,354335,354673,356436,358493,360195,362090,363856,366276,368702,370592,371781,372982,373941,375133,376591,378424,381388,383502,385245,385958,387038,388488,390125,391077,392401,392822,394323,395802,397105,398201,399179,400511,401653,402464,403269,404619,405716,407232,407413,407241
3401,37145,5,Angleton,City,TX,TX,Houston-The Woodlands-Sugar Land,Brazoria County,186193,187017,187319,187556,187535,187006,187907,188416,188917,188408,188374,187967,188346,187701,187238,185486,183910,182926,182161,181055,180136,179714,179237,178929,178488,178329,178936,180099,181694,182451,182520,183175,183639,184233,184940,185968,186419,187629,188065,189515,190465,192283,193925,196259,198304,200011,200597,201412,203103,204380,205962,205829,205547,204971,206342,207236,208604,209781,211722,212743,213306,213935,214892,217205,220372,223048,223770,222458,222673,223650,226082,228012,230188,232614,234174,235028,235409,236760,239181,242664,243385,243212,242098,243224,245315,247041,248929,250242,251012,251762,251347,252240,254028,257058,259411,260153,259760,259664,260366,262027,263918,265472,266680,269075,269894,270060,268752,268915,270646,272076,273358,273434,273765,273964,274751,273644,273632,273482,274788,275148,274460,273732,272526
3465,33547,5,Prosper,City,TX,TX,Dallas-Fort Worth-Arlington,Collin County,401861,400252,400129,401193,401166,399709,397538,395657,393337,390553,387499,386097,385310,384783,383225,381315,380735,381291,383283,384417,385784,387804,389898,390403,391611,393712,396923,399775,401927,402888,402285,401604,402317,402550,403530,405060,407664,409983,412403,414272,416764,419633,423850,428959,433380,437796,441857,446109,448575,450920,452508,455725,457976,461646,464947,468430,471266,474696,477838,480528,484738,489086,494410,497575,501266,504397,506802,509388,511715,514048,515940,518842,522030,525760,528815,531789,534281,535704,538074,539834,541663,543578,546225,549087,550928,551214,550444,550768,552389,555292,557489,558544,559617,560098,560862,561175,560201,561221,563384,566426,567120,566934,566506,566503,565766,565809,565671,566442,566786,566535,565212,563762,563153,562718,562559,562685,563300,563549,563628,563153,563812,564307,565357
